mention,best_cui,best_name,mapped
oral drainage tube,C0175730,Tube,True
oral gastric 2,C2827735,2+,True
oral gastric tube,C0175730,Tube,True
organ,C0178784,Organ,True
organization,C0029237,Organization,True
organized,C1300196,Organized,True
organized hematoma,C0018944,Hematoma,True
organized infection,C0009450,Infection,True
organizing,C1300196,organizing,True
organizing fibrosing stage,C0205390,Stage,True
organizing pneumonia,C0264383,Organizing Pneumonia,True
organs,C0178784,organs,True
orientation,C0029266,Orientation,True
orientation angle,C0205143,Angle,True
orientation angulation,C0333179,angulation,True
oriented,C1961028,Oriented,True
oriented parallel,C4554418,Parallel,True
oriented upward,C1282911,Upward,True
oriented vertically,C1704322,Orientation (spatial),True
orifice,C0444567,Orifice,True
origin,C0439659,Origin,True
origin of the,C0439659,Origin,True
origin of the right brachiocephalic vein,C0006095,Brachiocephalic Vein,True
origin of the right jugular vein,C0022427,Jugular Vein,True
origin of the svc,C0231957,svc,True
original,C0205313,Original,True
origins,C0439659,Origins,True
oro - gastric,C1704242,Gastric,True
orogastric,C0450104,Orogastric,True
orogastric - type,C0332307,Type,True
orogastric - type tube,C0175730,Tube,True
orogastric catheter,C0085590,Catheter,True
orogastric feeding tube,C5789036,Orogastric feeding tube,True
orogastric tube,C5559367,orogastric tube,True
orogastric tubes,C1704474,Tubes,True
orograstric tube,C0175730,Tube,True
oropharynx,C0521367,Oropharynx,True
orphaned,C0242299,orphaned,True
orphaned fragment,C0332255,fragment,True
orthopedic,C0029355,Orthopedic,True
orthopedic hardware,C1523994,Hardware,True
orthopedic surgery,C1457907,surgery,True
osseous,C0262950,Osseous,True
osseous abnormality,C1704258,Abnormality,True
osseous structure,C0678594,Structure,True
osseous structures,C0678594,structures,True
ossific density,C0178587,Density,True
ossification,C0029433,Ossification,True
osteal lysis,C0024348,Lysis,True
osteoarthritic changes,C0392747,changes,True
osteoarthritis,C0029408,Osteoarthritis,True
osteoblastic disease,C0012634,Disease,True
osteochondroma,C0029423,Osteochondroma,True
osteochondromatosis,C0206641,Osteochondromatosis,True
osteodystrophy,C0264009,Osteodystrophy,True
osteolysis,C4721411,Osteolysis,True
osteolytic,C1518633,Osteolytic,True
osteolytic compression,C0332459,Compression,True
osteolytic destruction,C1948029,Destruction,True
osteolytic lesions,C0302313,Osteolytic lesions,True
osteolytic process,C4521054,Process,True
osteomyelitis,C0029443,Osteomyelitis,True
osteonecrosis,C0027543,Osteonecrosis,True
osteopathy,C0005940,Osteopathy,True
osteopenia,C0029453,Osteopenia,True
osteophyte,C1956089,Osteophyte,True
osteophyte bridge,C0456378,Bridge,True
osteophyte formation,C5442360,Osteophyte formation,True
osteophytes,C1956089,Osteophytes,True
osteophytosis,C0015302,osteophytosis,True
osteoporosis,C0029456,Osteoporosis,True
osteosclerosis,C0029464,Osteosclerosis,True
osteosclerotic,C1518640,Osteosclerotic Lesion,True
osteotomy,C0029468,Osteotomy,True
osteotomy node,C0746922,Node,True
ostia structures / ribs,C0035561,Ribs,True
ostomy,C0029473,Ostomy,True
ostomy tube,C0175730,Tube,True
other,C5202885,Other,True
other abnormalities,C0000769,abnormalities,True
other abnormality,C1704258,Abnormality,True
other acute change,C0392747,Change,True
other acute process,C4521054,Process,True
other adjacent structures,C0678594,structures,True
other areas,C0205146,areas,True
other atypical infection,C0009450,Infection,True
other central line,C0205132,Line,True
other change,C0392747,Change,True
other changes,C0392747,changes,True
other complication,C0009566,Other complication,True
other complications,C0009566,Complications,True
other devices,C0220819,devices,True
other drainage tubes,C1704474,Tubes,True
other elements of the image,C1846009,IMAGE,True
other etiologies,C0015127,etiologies,True
other findings,C2607943,findings,True
other fluid,C0444611,Fluid,True
other fracture,C0497278,other fracture,True
other fractures,C0497278,Other fractures,True
other indwelling devices,C0220819,devices,True
other indwelling support,C0183683,Support,True
other interval,C1272706,Interval,True
other interval change,C2041208,interval change,True
other interval changes,C0392747,changes,True
other lesion,C0221198,Lesion,True
other lesions,C0221198,Lesions,True
other lines,C1548328,Lines,True
other lines and tubes,C1704474,Tubes,True
other locations,C0450429,locations,True
other loops,C0181687,loops,True
other lumen,C1551056,Lumen,True
other malignancy,C1707251,Other Malignancy,True
other monitoring,C0150369,Monitoring,True
other new findings,C2607943,findings,True
other one,C5201140,One,True
other opacification,C0449584,Opacification,True
other opacities,C0029053,opacities,True
other parts,C0449719,parts,True
other potential causes,C0015127,causes,True
other process,C4521054,Process,True
other pulmonary vessels,C0005847,vessels,True
other radiopaque foreign,C1517294,Foreign,True
other relevant change,C0392747,Change,True
other relevant changes,C0392747,changes,True
other relevant findings,C2607943,findings,True
other side,C0441987,Side,True
other significant change,C0392747,Change,True
other significant changes,C0392747,changes,True
other significant interval,C1272706,Interval,True
other structures,C4035678,Other Structures,True
other tiny impacted,C0040456,Impacted,True
other tissue,C0040300,Tissue,True
other wires,C0005978,Wires,True
others,C1955473,Others,True
others intact,C1554187,Intact,True
otherwise age - indeterminate,C0205258,Indeterminate,True
otherwise clear,C5966217,Clear,True
otherwise unremarkable,C0205307,Unremarkable,True
oulmonary vessels,C0005847,vessels,True
out decreased,C0392756,Decreased,True
out lining,C0205132,lining,True
out of field - of - view,C0449911,View,True
out of field of view,C0449911,View,True
out of position,C0733755,Position,True
out of proportion,C1709707,Proportion,True
out of radiographic view,C0449911,View,True
out of the field of view,C0449911,View,True
out of the field view,C0449911,View,True
out of the image,C1846009,IMAGE,True
out of view,C0449911,View,True
out very of view,C0449911,View,True
outer,C0205101,Outer,True
outer aspect,C1879746,Aspect,True
outer border,C1522411,Border,True
outer contours,C0876954,Contours,True
outer mediastinum,C0025066,Mediastinum,True
outer most portion,C0449719,Portion,True
outer wall,C0677535,Wall,True
outflow track,C0040594,Track,True
outflow tract,C1185740,Tract,True
outlet,C1709362,Outlet,True
outlet obstruction,C0028778,Obstruction,True
outlet syndrome,C0039082,Syndrome,True
outline,C0600661,Outline,True
outside,C0205101,Outside,True
outside of the field of view,C0449911,View,True
outside of the image,C1846009,IMAGE,True
outside of the patient,C0030705,Patient,True
outside the field - of - view,C0449911,View,True
outside the field of view,C0449911,View,True
outward,C0439788,Outward,True
oval,C1709367,Oval,True
oval branching,C0205384,Branching,True
oval confluent,C0205200,Confluent,True
oval density,C0178587,Density,True
oval nodular focus,C0205234,Focus,True
oval opacity,C1265876,Opacity,True
oval ring shadow,C0332554,Shadow,True
oval shape,C1709367,Oval shape,True
oval shaped,C0332479,shaped,True
ovalary structure,C0678594,Structure,True
over,C0205136,Over,True
over - distended,C0700124,Distended,True
over - distention,C0012359,Distention,True
over - hydration,C1321013,Hydration,True
over - inflated,C0205136,Over (spatial),True
over - perfused,C0205136,Over (spatial),True
over - projection,C0348018,Projection,True
over 0 less severe,C0547044,Less,True
over a week,C0332174,/week,True
over distend,C0700124,distend,True
over distended,C0700124,Distended,True
over distension,C3714614,Distension,True
over distention,C0012359,Distention,True
over expanded,C0205229,expanded,True
over half a day,C0439505,/day,True
over it,C0677897,IT,True
over night,C0240526,Night,True
over pneumothorax,C0032326,Pneumothorax,True
over the course of the day,C0439505,/day,True
over the density,C0178587,Density,True
over the interval,C1272706,Interval,True
over the wire,C0005978,Wire,True
over three hours,C0439227,hours,True
over time,C2024467,time,True
overall,C0282416,Overall,True
overall aeration,C2215609,aeration,True
overall appearance,C0233426,Appearance,True
overall aspect,C1879746,Aspect,True
overall cardiac,C0018787,Cardiac,True
overall change,C0392747,Change,True
overall clear,C5966217,Clear,True
overall decreased,C0392756,Decreased,True
overall dimension,C0439534,Dimension,True
overall e effusion,C0013687,Effusion,True
overall extent,C0439792,Extent,True
overall findings,C2607943,findings,True
overall hyperinflation,C0020449,Hyperinflation,True
overall improvement,C2986411,Improvement,True
overall mild,C0282416,Overall,True
overall opacification,C0449584,Opacification,True
overall opacity,C1265876,Opacity,True
overall pattern,C0449774,Pattern,True
overall position,C0733755,Position,True
overall prominent,C0205402,Prominent,True
overall severity,C0439793,Severity,True
overall shape,C0522512,Shape,True
overall similar,C2348205,Similar,True
overall size,C0456389,Size,True
overall stable,C0205360,Stable,True
overall trachea,C0040578,Trachea,True
overall transparency,C5966217,transparency,True
overall unchanged,C0442739,Unchanged,True
overall unremarkable,C0205307,Unremarkable,True
overall volume,C1705102,Volume,True
overall worse,C1457868,Worse,True
overall worsening,C0332271,Worsening,True
overcrowding,C0425229,Overcrowding,True
overhydration,C0043049,Overhydration,True
overlap,C0185027,overlap,True
overlap of structures,C0678594,structures,True
overlapping,C0185027,Overlapping,True
overlapping densities,C0178587,densities,True
overlapping shadows,C0332554,shadows,True
overlapping structures,C0332949,Overlapping structures,True
overlay,C0444456,Overlay,True
overlay of volume,C1705102,Volume,True
overlaying,C0337198,Overlaying,True
overload,C0020488,Hypernatremia,True
overlying air,C1866503,AIR,True
overlying appliances,C0243112,appliances,True
overlying artifact,C0085089,Artifact,True
overlying atelectasis,C0004144,Atelectasis,True
overlying battery pack,C1968515,Pack,True
overlying breast tissue,C0040300,Tissue,True
overlying confluent,C0205200,Confluent,True
overlying consolidation,C0521530,Consolidation,True
overlying dense,C0439794,Dense,True
overlying devices,C0220819,devices,True
overlying effusion,C0013687,Effusion,True
overlying ekg leads,C0181586,Leads,True
overlying ekg wires,C0005978,Wires,True
overlying electronic pacemaker,C0030163,pacemaker,True
overlying esophageal drainage tube,C0175730,Tube,True
overlying external leads,C0181586,Leads,True
overlying grade,C3244287,grade,True
overlying infection,C0009450,Infection,True
overlying monitoring leads,C0181586,Leads,True
overlying motion artifact,C0085089,Artifact,True
overlying nipple,C0028109,Nipple,True
overlying object,C1882133,Object,True
overlying opacities,C0029053,opacities,True
overlying pacemaker,C0030163,pacemaker,True
overlying pacer leads,C0181586,Leads,True
overlying patient ' s chin,C0008114,Chin,True
overlying scapula,C0036277,Scapula,True
overlying shadows,C0332554,shadows,True
overlying soft tissue,C0225317,Soft tissue,True
overlying soft tissues,C0040300,Tissues,True
overlying stomach,C3714551,Stomach,True
overlying structure,C0678594,Structure,True
overlying structures,C0678594,structures,True
overlying support devices,C0220819,devices,True
overlying tissue,C0040300,Tissue,True
overlying trauma board,C1948070,Board,True
overlying tubing,C0184165,Tubing,True
overlying wires,C0005978,Wires,True
overlying wiring,C0441650,Wiring,True
overnight,C0439583,Overnight,True
overt abnormality,C1704258,Abnormality,True
overt alveolar,C1440080,Alveolar,True
overt chf,C0018802,CHF,True
overt edema,C0013604,Edema,True
overt failure,C0231174,Failure,True
overt volume overload,C0546817,VOLUME OVERLOAD,True
ovoid,C0332492,ovoid,True
ovoid air collection,C0600644,Collection,True
ovoid calcification,C0006663,Calcification,True
ovoid dense focus,C0205234,Focus,True
ovoid density,C0178587,Density,True
ovoid focus,C0205234,Focus,True
ovoid lesion,C0221198,Lesion,True
ovoid nodular,C0205297,Nodular,True
ovoid structure,C0678594,Structure,True
oxygen cannulation,C0917707,Cannulation,True
oxygen mask,C0181744,Oxygen mask,True
p,C0227095,P,True
pa,C0439473,Pa,True
pa catheter,C0179790,PA catheter,True
pacemaker,C0030163,pacemaker,True
pacemaker - defibrillator,C0810517,pacemaker defibrillator,True
pacemaker - type,C2016253,pacemaker type,True
pacemaker battery pack,C1968515,Pack,True
pacemaker battery site,C1515974,Site,True
pacemaker defibrillator,C0810517,pacemaker defibrillator,True
pacemaker defibrillator leads,C0181586,Leads,True
pacemaker device,C0699733,Device,True
